@relation 'pedidos-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.ChangeDateFormat-C1-FE-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.ChangeDateFormat-C2-FH-weka.filters.unsupervised.attribute.ChangeDateFormat-C2-FH-weka.filters.unsupervised.attribute.NumericToNominal-R2-weka.filters.unsupervised.attribute.MergeManyValues-C2-Linicio-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C2-Lpico-R1,2-weka.filters.unsupervised.attribute.MergeTwoValues-C2-F1-S2-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N22_23:final-weka.filters.unsupervised.attribute.RenameNominalValues-R3-Nbuscar:Buscar-weka.filters.unsupervised.attribute.MathExpression-Eifelse(a4>0, 1, 0)-V-R4-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.RenameNominalValues-R4-N0:nao,1:sim-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceborda-R4-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a5>0,1,0)-Nrefrigerante-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RenameNominalValues-R8-N0:nao,1:sim-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Reorder-R1-4,7,5,6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R6-precision20-weka.filters.unsupervised.attribute.RenameNominalValues-R6-N\'(-inf-18]\':ate 18-weka.filters.unsupervised.attribute.RenameNominalValues-R6-N\'(18-16]\':18-26, \'(26-34]\':26-34,\'(34-42]\':34-42,\'(42-inf)\':maior42-weka.filters.unsupervised.attribute.RenameNominalValues-R6-N\'(18-16]\':18-26,\'(26-34]\':26-34,\'(34-42]\':34-42,\'(42-inf)\':maior42-weka.filters.unsupervised.attribute.RenameNominalValues-R6-N\'(18-26]\':18-26,\'(26-34]\':26-34,\'(34-42]\':34-42,\'(42-inf)\':maior42-weka.filters.unsupervised.attribute.ChangeDateFormat-Clast-Fm-weka.filters.unsupervised.attribute.Discretize-O-B10-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lrapida-R1-16-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lmedio-R1-20-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Ldemorada-R1-10'

@attribute data_pedido {qui,sex,s�b,dom,seg,ter,qua}
@attribute hora_pedido {final,inicio,pico}
@attribute tipo_entrega {Buscar,Entrega}
@attribute borda {nao,sim}
@attribute refrigerante {nao,sim}
@attribute valor_total {'ate 18',18-26,26-34,34-42,maior42}
@attribute tempo {rapida,medio,demorada}

@data
qui,pico,Entrega,nao,sim,34-42,medio
qui,pico,Entrega,nao,sim,34-42,medio
qui,pico,Buscar,nao,nao,26-34,medio
qui,final,Buscar,nao,nao,18-26,medio
qui,final,Entrega,nao,nao,18-26,demorada
qui,final,Entrega,nao,sim,34-42,medio
sex,inicio,Buscar,nao,nao,18-26,demorada
sex,pico,Buscar,nao,nao,26-34,medio
sex,pico,Entrega,nao,nao,26-34,medio
sex,pico,Buscar,sim,sim,26-34,medio
sex,pico,Entrega,nao,nao,26-34,medio
sex,pico,Entrega,sim,sim,26-34,demorada
sex,pico,Entrega,nao,nao,18-26,demorada
sex,pico,Entrega,nao,nao,26-34,medio
sex,pico,Buscar,nao,nao,26-34,demorada
sex,pico,Buscar,nao,sim,18-26,rapida
sex,pico,Entrega,nao,nao,26-34,medio
sex,final,Buscar,nao,nao,'ate 18',medio
sex,final,Entrega,nao,nao,26-34,medio
sex,final,Buscar,nao,nao,26-34,medio
s�b,inicio,Entrega,nao,nao,34-42,demorada
s�b,inicio,Entrega,nao,nao,34-42,medio
s�b,inicio,Entrega,nao,nao,18-26,demorada
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,inicio,Entrega,nao,nao,18-26,demorada
s�b,inicio,Entrega,sim,nao,26-34,demorada
s�b,inicio,Buscar,sim,nao,26-34,demorada
s�b,inicio,Buscar,sim,nao,34-42,demorada
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,26-34,demorada
s�b,pico,Entrega,nao,nao,34-42,demorada
s�b,pico,Entrega,nao,nao,26-34,demorada
s�b,pico,Buscar,nao,nao,18-26,demorada
s�b,pico,Entrega,nao,nao,26-34,demorada
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,18-26,medio
s�b,pico,Buscar,nao,nao,'ate 18',medio
s�b,pico,Buscar,nao,nao,18-26,medio
s�b,pico,Entrega,nao,nao,26-34,demorada
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Entrega,nao,sim,34-42,medio
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Entrega,nao,sim,26-34,medio
s�b,final,Entrega,nao,nao,18-26,medio
s�b,final,Entrega,sim,nao,26-34,medio
s�b,final,Buscar,nao,nao,26-34,medio
s�b,final,Buscar,sim,nao,26-34,medio
s�b,final,Entrega,nao,sim,26-34,medio
dom,inicio,Entrega,nao,nao,18-26,demorada
dom,inicio,Buscar,nao,sim,26-34,medio
dom,inicio,Entrega,nao,nao,26-34,medio
dom,inicio,Buscar,nao,nao,26-34,rapida
dom,inicio,Entrega,nao,nao,18-26,medio
dom,inicio,Entrega,nao,nao,26-34,medio
dom,inicio,Buscar,nao,nao,'ate 18',rapida
dom,pico,Entrega,sim,nao,26-34,medio
dom,pico,Buscar,nao,sim,34-42,demorada
dom,pico,Entrega,nao,sim,26-34,medio
dom,pico,Entrega,sim,nao,34-42,rapida
dom,pico,Entrega,nao,nao,26-34,demorada
dom,pico,Buscar,nao,nao,34-42,medio
dom,pico,Entrega,nao,sim,26-34,demorada
dom,pico,Buscar,sim,nao,26-34,demorada
dom,pico,Buscar,sim,nao,26-34,medio
dom,pico,Entrega,nao,sim,34-42,medio
dom,pico,Buscar,nao,nao,26-34,demorada
dom,pico,Buscar,nao,nao,26-34,medio
dom,pico,Entrega,nao,nao,18-26,demorada
dom,pico,Buscar,nao,nao,18-26,medio
dom,pico,Entrega,nao,nao,18-26,demorada
dom,final,Buscar,nao,nao,26-34,medio
ter,inicio,Entrega,nao,nao,26-34,demorada
ter,inicio,Buscar,nao,nao,18-26,rapida
ter,pico,Entrega,nao,sim,34-42,demorada
ter,pico,Entrega,nao,nao,18-26,rapida
ter,pico,Entrega,nao,sim,26-34,medio
ter,pico,Buscar,nao,nao,18-26,medio
ter,pico,Entrega,nao,nao,18-26,demorada
ter,pico,Buscar,nao,sim,18-26,demorada
ter,pico,Buscar,nao,nao,18-26,medio
ter,pico,Entrega,nao,nao,18-26,medio
ter,pico,Entrega,nao,nao,26-34,medio
ter,final,Entrega,nao,nao,34-42,medio
ter,final,Buscar,nao,nao,18-26,medio
ter,final,Buscar,nao,nao,26-34,medio
ter,final,Buscar,nao,nao,26-34,medio
qua,pico,Buscar,nao,nao,26-34,medio
qua,inicio,Buscar,nao,sim,18-26,medio
qua,pico,Entrega,nao,sim,34-42,medio
qua,inicio,Buscar,nao,sim,26-34,medio
qua,pico,Buscar,nao,sim,26-34,demorada
qua,pico,Buscar,nao,sim,34-42,medio
qua,pico,Entrega,nao,nao,26-34,medio
qua,pico,Buscar,nao,nao,26-34,rapida
qua,pico,Entrega,nao,nao,26-34,medio
qua,pico,Buscar,sim,sim,26-34,medio
qua,pico,Entrega,nao,nao,34-42,demorada
qua,pico,Entrega,nao,sim,26-34,rapida
qua,pico,Entrega,nao,sim,26-34,rapida
qua,pico,Buscar,sim,nao,26-34,medio
qua,pico,Buscar,nao,nao,18-26,medio
qua,pico,Entrega,nao,nao,26-34,medio
qua,pico,Entrega,nao,sim,34-42,demorada
qua,pico,Buscar,nao,nao,34-42,medio
qua,pico,Entrega,nao,sim,26-34,rapida
qua,pico,Buscar,sim,nao,18-26,demorada
qua,pico,Entrega,nao,nao,26-34,medio
qua,pico,Entrega,nao,nao,26-34,medio
qua,pico,Entrega,sim,nao,18-26,medio
qua,pico,Buscar,nao,nao,18-26,medio
qua,pico,Buscar,nao,nao,'ate 18',medio
qua,final,Entrega,nao,nao,34-42,rapida
qua,final,Entrega,nao,nao,26-34,medio
qua,final,Buscar,nao,nao,26-34,medio
qua,final,Entrega,nao,nao,26-34,medio
qua,final,Entrega,nao,sim,26-34,demorada
qua,final,Buscar,nao,nao,26-34,rapida
qua,final,Entrega,nao,nao,34-42,medio
qua,final,Buscar,nao,nao,26-34,demorada
qua,final,Entrega,nao,nao,34-42,medio
qua,final,Buscar,nao,nao,26-34,medio
qui,inicio,Buscar,nao,nao,18-26,demorada
qui,inicio,Entrega,nao,nao,18-26,medio
qui,pico,Entrega,nao,nao,18-26,medio
qui,pico,Buscar,nao,nao,18-26,medio
qui,pico,Buscar,sim,nao,34-42,medio
qui,pico,Buscar,nao,sim,26-34,medio
qui,pico,Buscar,nao,nao,26-34,medio
sex,inicio,Entrega,nao,nao,18-26,medio
sex,inicio,Entrega,nao,nao,26-34,demorada
sex,inicio,Entrega,sim,nao,26-34,medio
sex,inicio,Entrega,nao,nao,26-34,demorada
sex,inicio,Entrega,nao,nao,26-34,medio
sex,inicio,Entrega,nao,nao,18-26,medio
sex,inicio,Buscar,nao,nao,18-26,medio
sex,inicio,Buscar,nao,nao,26-34,medio
sex,pico,Entrega,nao,nao,18-26,demorada
sex,pico,Entrega,nao,sim,26-34,demorada
sex,pico,Entrega,nao,nao,26-34,medio
sex,pico,Entrega,nao,nao,18-26,demorada
sex,pico,Buscar,nao,nao,18-26,rapida
sex,pico,Entrega,nao,sim,26-34,demorada
sex,pico,Entrega,nao,nao,18-26,demorada
sex,pico,Buscar,nao,nao,26-34,medio
sex,pico,Entrega,nao,sim,34-42,rapida
sex,pico,Buscar,nao,nao,18-26,medio
sex,pico,Entrega,nao,nao,'ate 18',medio
sex,pico,Buscar,nao,nao,18-26,demorada
sex,pico,Entrega,nao,nao,26-34,medio
sex,pico,Entrega,sim,sim,34-42,medio
sex,pico,Entrega,nao,nao,34-42,medio
sex,pico,Buscar,sim,nao,26-34,medio
sex,pico,Buscar,nao,sim,18-26,demorada
sex,pico,Entrega,nao,sim,34-42,medio
sex,final,Buscar,nao,sim,18-26,medio
sex,pico,Entrega,nao,nao,26-34,medio
sex,final,Buscar,nao,nao,18-26,medio
sex,pico,Buscar,nao,nao,18-26,medio
sex,final,Entrega,nao,nao,18-26,medio
sex,pico,Entrega,nao,nao,26-34,demorada
sex,final,Entrega,nao,nao,18-26,medio
sex,pico,Entrega,nao,sim,34-42,medio
sex,final,Buscar,nao,nao,18-26,medio
sex,pico,Buscar,nao,sim,34-42,demorada
sex,pico,Entrega,nao,nao,26-34,demorada
sex,pico,Buscar,nao,sim,34-42,medio
sex,pico,Buscar,nao,sim,26-34,medio
sex,pico,Entrega,nao,nao,26-34,demorada
sex,pico,Entrega,nao,nao,34-42,medio
sex,pico,Buscar,nao,nao,'ate 18',demorada
sex,pico,Entrega,nao,nao,34-42,medio
sex,pico,Buscar,nao,sim,26-34,medio
sex,final,Buscar,sim,nao,26-34,demorada
sex,final,Entrega,nao,nao,26-34,medio
sex,final,Buscar,nao,nao,26-34,demorada
sex,final,Entrega,nao,nao,18-26,medio
sex,final,Entrega,nao,sim,34-42,medio
sex,final,Buscar,nao,nao,18-26,medio
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Buscar,nao,nao,18-26,demorada
s�b,inicio,Buscar,nao,nao,18-26,medio
s�b,inicio,Buscar,nao,nao,26-34,medio
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Buscar,nao,nao,18-26,medio
s�b,inicio,Buscar,sim,nao,26-34,medio
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,inicio,Entrega,nao,sim,26-34,rapida
s�b,inicio,Entrega,nao,sim,34-42,medio
s�b,inicio,Buscar,nao,sim,26-34,medio
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,34-42,medio
s�b,pico,Entrega,nao,nao,18-26,rapida
s�b,pico,Entrega,nao,sim,34-42,demorada
s�b,pico,Entrega,nao,nao,18-26,medio
s�b,pico,Buscar,nao,nao,26-34,demorada
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,18-26,medio
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Buscar,nao,nao,18-26,demorada
s�b,pico,Entrega,nao,nao,26-34,rapida
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,pico,Entrega,sim,nao,18-26,demorada
s�b,pico,Entrega,nao,nao,18-26,medio
s�b,pico,Entrega,sim,nao,26-34,medio
s�b,pico,Entrega,nao,nao,34-42,medio
s�b,pico,Buscar,nao,nao,26-34,rapida
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Buscar,nao,nao,26-34,demorada
s�b,pico,Buscar,nao,nao,26-34,demorada
s�b,final,Buscar,nao,sim,26-34,medio
s�b,final,Entrega,nao,nao,18-26,demorada
s�b,final,Buscar,nao,sim,18-26,demorada
s�b,final,Entrega,nao,sim,maior42,medio
s�b,final,Entrega,nao,nao,34-42,medio
dom,inicio,Entrega,nao,sim,34-42,demorada
dom,inicio,Buscar,nao,nao,26-34,medio
dom,inicio,Entrega,nao,nao,18-26,demorada
dom,inicio,Buscar,nao,sim,18-26,rapida
dom,pico,Buscar,nao,nao,26-34,medio
dom,pico,Entrega,nao,sim,26-34,medio
dom,pico,Entrega,nao,nao,26-34,medio
dom,pico,Entrega,nao,nao,26-34,medio
dom,pico,Entrega,nao,sim,maior42,medio
dom,pico,Entrega,sim,nao,26-34,medio
dom,pico,Entrega,nao,sim,34-42,demorada
dom,pico,Entrega,nao,nao,26-34,medio
dom,pico,Entrega,sim,nao,26-34,medio
dom,pico,Buscar,nao,nao,26-34,medio
dom,pico,Entrega,sim,sim,34-42,demorada
dom,pico,Buscar,nao,nao,18-26,medio
dom,final,Entrega,nao,nao,18-26,medio
dom,final,Entrega,nao,nao,18-26,medio
ter,final,Entrega,nao,sim,26-34,medio
ter,inicio,Entrega,nao,nao,18-26,medio
ter,pico,Entrega,nao,nao,18-26,medio
ter,pico,Entrega,nao,nao,18-26,medio
ter,pico,Buscar,nao,nao,26-34,rapida
ter,pico,Buscar,sim,sim,26-34,medio
ter,pico,Buscar,nao,nao,26-34,medio
ter,pico,Buscar,nao,nao,18-26,demorada
ter,pico,Buscar,sim,nao,26-34,rapida
ter,final,Entrega,nao,sim,26-34,medio
qua,pico,Buscar,nao,nao,34-42,demorada
qua,pico,Buscar,nao,nao,26-34,medio
qua,pico,Entrega,nao,nao,18-26,medio
qua,pico,Entrega,sim,nao,34-42,medio
qua,final,Buscar,nao,nao,18-26,medio
qua,final,Entrega,nao,nao,26-34,rapida
qui,inicio,Buscar,nao,nao,26-34,demorada
qui,inicio,Entrega,nao,nao,18-26,medio
qui,inicio,Buscar,nao,nao,26-34,medio
qui,inicio,Buscar,nao,nao,26-34,demorada
qui,inicio,Buscar,nao,nao,26-34,medio
qui,inicio,Buscar,nao,nao,18-26,demorada
qui,pico,Entrega,nao,nao,26-34,medio
qui,pico,Entrega,nao,sim,26-34,medio
qui,pico,Entrega,nao,nao,18-26,medio
qui,pico,Entrega,nao,sim,26-34,medio
qui,pico,Entrega,nao,nao,18-26,rapida
qui,pico,Entrega,nao,nao,18-26,medio
qui,final,Entrega,nao,nao,34-42,medio
qui,final,Entrega,nao,sim,26-34,medio
qui,final,Entrega,nao,nao,18-26,medio
qui,final,Buscar,nao,nao,18-26,medio
qui,final,Buscar,nao,nao,26-34,medio
qui,final,Buscar,nao,nao,26-34,medio
sex,inicio,Entrega,nao,nao,18-26,medio
sex,inicio,Buscar,nao,sim,26-34,medio
sex,inicio,Entrega,nao,nao,18-26,demorada
sex,inicio,Entrega,nao,nao,26-34,demorada
sex,pico,Entrega,nao,nao,26-34,medio
sex,pico,Entrega,sim,nao,26-34,demorada
sex,pico,Entrega,sim,nao,26-34,medio
sex,pico,Entrega,nao,nao,26-34,demorada
sex,pico,Entrega,nao,nao,18-26,medio
sex,pico,Buscar,sim,nao,26-34,medio
sex,final,Entrega,nao,nao,26-34,medio
sex,final,Entrega,nao,sim,34-42,medio
sex,final,Entrega,nao,nao,26-34,medio
sex,final,Entrega,nao,nao,18-26,medio
sex,final,Entrega,nao,sim,34-42,medio
sex,final,Buscar,nao,nao,18-26,rapida
s�b,inicio,Buscar,nao,nao,26-34,demorada
s�b,inicio,Entrega,nao,nao,26-34,demorada
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,inicio,Buscar,nao,nao,18-26,demorada
s�b,inicio,Buscar,nao,nao,26-34,demorada
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Entrega,nao,nao,18-26,demorada
s�b,inicio,Buscar,nao,nao,18-26,medio
s�b,inicio,Entrega,sim,sim,34-42,demorada
s�b,inicio,Buscar,sim,nao,34-42,demorada
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,26-34,demorada
s�b,pico,Buscar,sim,nao,26-34,demorada
s�b,pico,Buscar,nao,nao,18-26,medio
s�b,pico,Entrega,sim,sim,26-34,medio
s�b,pico,Buscar,nao,nao,18-26,demorada
s�b,pico,Entrega,nao,nao,34-42,medio
s�b,pico,Buscar,nao,nao,18-26,demorada
s�b,pico,Entrega,nao,nao,18-26,demorada
s�b,pico,Entrega,nao,nao,18-26,demorada
s�b,pico,Buscar,nao,nao,'ate 18',demorada
s�b,pico,Buscar,nao,nao,'ate 18',medio
s�b,pico,Entrega,nao,nao,18-26,demorada
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,pico,Entrega,nao,sim,34-42,demorada
s�b,pico,Buscar,nao,nao,18-26,medio
s�b,pico,Buscar,nao,nao,18-26,medio
s�b,pico,Entrega,nao,nao,34-42,rapida
s�b,pico,Buscar,nao,nao,18-26,demorada
s�b,pico,Buscar,nao,nao,26-34,medio
s�b,final,Entrega,nao,nao,18-26,medio
s�b,final,Entrega,nao,nao,18-26,medio
s�b,final,Buscar,nao,nao,26-34,medio
s�b,final,Entrega,nao,nao,'ate 18',demorada
s�b,final,Buscar,nao,nao,18-26,medio
dom,inicio,Buscar,nao,nao,26-34,demorada
dom,inicio,Buscar,nao,nao,26-34,medio
dom,inicio,Buscar,sim,nao,26-34,demorada
dom,inicio,Buscar,sim,nao,34-42,medio
dom,pico,Entrega,nao,nao,18-26,rapida
dom,pico,Entrega,sim,nao,34-42,demorada
dom,pico,Buscar,nao,nao,26-34,medio
dom,pico,Entrega,nao,nao,18-26,medio
dom,pico,Buscar,nao,nao,34-42,rapida
dom,pico,Buscar,nao,sim,18-26,demorada
dom,pico,Buscar,nao,nao,18-26,medio
dom,pico,Entrega,nao,nao,18-26,rapida
dom,pico,Buscar,nao,nao,18-26,medio
dom,pico,Buscar,sim,nao,26-34,medio
dom,pico,Entrega,nao,nao,26-34,medio
dom,pico,Buscar,sim,sim,34-42,medio
dom,pico,Entrega,sim,nao,26-34,medio
dom,pico,Buscar,nao,nao,26-34,medio
dom,final,Entrega,nao,nao,34-42,demorada
dom,final,Entrega,nao,nao,26-34,demorada
dom,final,Buscar,nao,nao,18-26,medio
dom,final,Buscar,nao,sim,18-26,medio
ter,inicio,Entrega,nao,nao,26-34,demorada
ter,inicio,Buscar,sim,nao,18-26,medio
ter,inicio,Entrega,nao,nao,34-42,demorada
ter,inicio,Buscar,nao,nao,26-34,medio
ter,inicio,Entrega,nao,sim,26-34,demorada
ter,inicio,Entrega,nao,nao,26-34,medio
ter,inicio,Entrega,nao,nao,18-26,medio
ter,pico,Entrega,nao,nao,26-34,rapida
ter,pico,Entrega,nao,nao,26-34,medio
ter,final,Entrega,nao,nao,18-26,demorada
ter,final,Entrega,sim,nao,34-42,demorada
ter,final,Buscar,nao,nao,18-26,demorada
ter,final,Entrega,nao,nao,26-34,medio
qua,inicio,Buscar,nao,nao,26-34,medio
qua,pico,Entrega,nao,nao,18-26,medio
qua,pico,Buscar,nao,nao,26-34,medio
qua,pico,Entrega,nao,nao,18-26,medio
qua,pico,Entrega,nao,nao,26-34,demorada
qua,pico,Buscar,nao,nao,26-34,medio
qui,inicio,Buscar,nao,nao,18-26,medio
qui,inicio,Entrega,nao,sim,34-42,medio
qui,inicio,Buscar,nao,sim,18-26,demorada
qui,inicio,Buscar,nao,nao,18-26,medio
qui,pico,Entrega,nao,nao,34-42,medio
qui,pico,Buscar,nao,nao,18-26,medio
qui,pico,Buscar,nao,nao,26-34,rapida
qui,pico,Entrega,nao,nao,18-26,demorada
qui,pico,Buscar,nao,sim,34-42,medio
qui,pico,Buscar,nao,nao,18-26,medio
qui,pico,Entrega,nao,sim,34-42,demorada
qui,pico,Buscar,nao,nao,18-26,demorada
qui,final,Entrega,nao,sim,26-34,demorada
qui,final,Entrega,nao,sim,26-34,medio
sex,final,Buscar,nao,sim,'ate 18',demorada
sex,inicio,Entrega,nao,sim,34-42,demorada
sex,inicio,Entrega,nao,nao,26-34,medio
sex,inicio,Entrega,sim,nao,26-34,medio
sex,inicio,Buscar,nao,nao,18-26,medio
sex,inicio,Entrega,nao,nao,26-34,demorada
sex,inicio,Buscar,nao,nao,18-26,demorada
sex,pico,Buscar,nao,nao,'ate 18',rapida
sex,pico,Buscar,nao,nao,18-26,medio
sex,pico,Entrega,nao,nao,18-26,medio
sex,pico,Entrega,nao,nao,26-34,demorada
sex,pico,Entrega,nao,nao,18-26,medio
sex,pico,Entrega,nao,sim,26-34,medio
sex,pico,Buscar,nao,nao,18-26,demorada
sex,pico,Buscar,nao,nao,18-26,medio
sex,pico,Entrega,nao,nao,34-42,demorada
sex,pico,Entrega,sim,nao,34-42,medio
sex,final,Entrega,nao,nao,26-34,medio
sex,final,Buscar,nao,nao,18-26,medio
sex,final,Buscar,nao,nao,18-26,rapida
sex,final,Entrega,nao,nao,18-26,medio
sex,final,Entrega,nao,nao,18-26,medio
sex,final,Buscar,nao,sim,26-34,medio
sex,final,Buscar,nao,nao,18-26,rapida
sex,final,Buscar,nao,nao,18-26,rapida
s�b,inicio,Entrega,nao,nao,18-26,demorada
s�b,inicio,Entrega,nao,nao,18-26,demorada
s�b,inicio,Buscar,nao,sim,26-34,medio
s�b,inicio,Entrega,nao,sim,26-34,medio
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Entrega,nao,nao,26-34,medio
s�b,inicio,Buscar,nao,sim,26-34,medio
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Entrega,nao,nao,18-26,medio
s�b,inicio,Entrega,sim,nao,34-42,medio
s�b,pico,Buscar,nao,nao,26-34,demorada
s�b,pico,Buscar,sim,nao,26-34,demorada
s�b,pico,Buscar,nao,sim,34-42,medio
s�b,pico,Entrega,sim,nao,18-26,medio
s�b,pico,Entrega,nao,nao,18-26,medio
s�b,pico,Buscar,sim,nao,26-34,medio
s�b,pico,Buscar,nao,nao,26-34,demorada
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,pico,Buscar,nao,nao,18-26,medio
s�b,pico,Buscar,sim,nao,26-34,demorada
s�b,pico,Entrega,nao,nao,34-42,medio
s�b,pico,Entrega,nao,nao,26-34,demorada
s�b,pico,Entrega,sim,nao,34-42,demorada
s�b,pico,Entrega,sim,nao,26-34,medio
s�b,pico,Entrega,nao,nao,34-42,demorada
s�b,pico,Entrega,nao,nao,26-34,medio
s�b,final,Entrega,nao,nao,34-42,medio
s�b,final,Entrega,nao,nao,26-34,medio
s�b,final,Buscar,sim,nao,26-34,medio
s�b,final,Entrega,nao,nao,18-26,medio
s�b,final,Entrega,nao,nao,26-34,medio
s�b,final,Entrega,nao,nao,34-42,rapida
dom,inicio,Entrega,nao,nao,26-34,medio
dom,inicio,Buscar,nao,nao,26-34,medio
dom,inicio,Buscar,nao,nao,34-42,demorada
dom,inicio,Buscar,nao,sim,18-26,demorada
dom,inicio,Buscar,nao,nao,18-26,medio
dom,inicio,Buscar,nao,nao,26-34,medio
dom,inicio,Buscar,nao,nao,'ate 18',medio
dom,inicio,Entrega,nao,sim,34-42,medio
dom,pico,Buscar,nao,nao,18-26,demorada
dom,pico,Buscar,nao,nao,26-34,medio
dom,pico,Buscar,nao,nao,18-26,medio
dom,pico,Buscar,nao,nao,26-34,medio
dom,pico,Entrega,nao,sim,34-42,medio
dom,pico,Entrega,nao,nao,34-42,medio
dom,pico,Buscar,sim,nao,26-34,medio
dom,pico,Entrega,nao,nao,26-34,medio
dom,pico,Entrega,nao,sim,26-34,rapida
dom,pico,Buscar,nao,nao,26-34,demorada
dom,final,Entrega,nao,sim,26-34,demorada
dom,final,Entrega,nao,nao,26-34,medio
dom,final,Buscar,nao,nao,18-26,demorada
dom,final,Buscar,nao,nao,26-34,medio
dom,final,Entrega,nao,nao,18-26,medio
ter,inicio,Entrega,nao,nao,18-26,medio
ter,inicio,Entrega,nao,nao,18-26,demorada
ter,inicio,Entrega,nao,nao,18-26,medio
ter,inicio,Buscar,nao,sim,18-26,medio
ter,inicio,Entrega,nao,nao,18-26,medio
ter,inicio,Entrega,sim,nao,26-34,demorada
ter,inicio,Buscar,nao,nao,26-34,rapida
ter,inicio,Entrega,nao,nao,26-34,rapida
ter,inicio,Entrega,nao,sim,26-34,medio
ter,pico,Entrega,sim,nao,maior42,medio
ter,pico,Buscar,nao,nao,26-34,medio
ter,pico,Entrega,nao,nao,18-26,medio
ter,pico,Buscar,sim,nao,26-34,medio
ter,pico,Entrega,nao,sim,26-34,medio
ter,pico,Buscar,nao,nao,18-26,demorada
ter,pico,Buscar,nao,nao,18-26,medio
ter,pico,Buscar,nao,nao,18-26,medio
ter,final,Buscar,nao,nao,18-26,demorada
ter,final,Buscar,nao,nao,26-34,medio
ter,final,Entrega,nao,nao,26-34,medio
qua,inicio,Entrega,nao,nao,18-26,medio
qua,inicio,Entrega,nao,nao,'ate 18',medio
qua,pico,Buscar,nao,nao,26-34,demorada
qua,pico,Buscar,nao,sim,26-34,medio
qua,pico,Entrega,nao,nao,18-26,medio
qua,pico,Buscar,nao,nao,34-42,demorada
qua,pico,Buscar,nao,nao,18-26,medio
qua,pico,Entrega,sim,sim,34-42,demorada
qua,pico,Buscar,nao,nao,18-26,medio
qua,pico,Entrega,nao,sim,26-34,rapida
qua,pico,Buscar,nao,nao,26-34,medio
qua,final,Entrega,nao,nao,18-26,demorada
qua,final,Entrega,nao,sim,34-42,demorada
qua,final,Entrega,sim,sim,34-42,demorada
qua,final,Entrega,nao,sim,maior42,demorada
qua,final,Buscar,nao,sim,26-34,medio
qua,final,Entrega,nao,sim,34-42,demorada
qua,final,Entrega,nao,nao,26-34,medio
qui,inicio,Entrega,nao,nao,26-34,medio
qui,inicio,Entrega,nao,nao,26-34,demorada
qui,pico,Entrega,nao,nao,34-42,medio
qui,pico,Buscar,nao,sim,34-42,medio
qui,pico,Entrega,nao,sim,26-34,medio
qui,pico,Entrega,nao,sim,26-34,demorada
qui,pico,Buscar,nao,nao,18-26,medio
